index,title,content,url
4,What Is Frontotemporal Dementia?,"Support groups can also be a valuable resource for people with frontotemporal dementias and their caregivers, allowing them to share experiences and tips with others who may be in the same situation. Nonprofit organizations and community organizations may provide online or in-person support groups. Alzheimer’s Disease Research Centers may also offer education and support groups.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"What Can You Do? If you have a family history or are concerned about symptoms of frontotemporal dementia, talk with your doctor. If you or someone you know has recently been diagnosed, explore the resources on this website and linked below to find out more about the disease, care, support, and research.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,Two older women wearing masks volunteering for Alzheimer's research,https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
5,What Is Lewy Body Dementia?,"Lewy body dementia (LBD) is a brain disorder that can lead to problems with thinking, movement, behavior, and mood. Visual hallucinations, or seeing things that are not there, are a common symptom, and tend to happen early on.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"More than 1 million people in the United States are diagnosed with LBD, which is one of the most common forms of dementia. It is a progressive disease, meaning symptoms start slowly and worsen over time.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"Although younger people can have LBD, it typically begins at age 50 or older. People with LBD live on average five to eight years — but may live as few as two years or as long as 20 years — from the time of diagnosis to death. How fast symptoms develop and change varies depending on the person’s overall health, age, and level of symptoms.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"What Causes Lewy Body Dementia? In people with LBD, abnormal clumps of a protein called alpha-synuclein accumulate in areas of the brain involved in thinking, memory, and movement. The clumps are called ""Lewy bodies"" after the doctor who discovered them. They build up inside neurons, or nerve cells, in the brain and cause the neurons not to work well and eventually die. Certain chemicals in the brain that act as messengers between cells are also affected. What causes these changes in the brain is not yet fully understood.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"Most cases of LBD are not inherited and rarely does more than one family member have the disease. Certain genetic variants may increase the chance of developing dementia with Lewy bodies, but having a genetic variant does not mean that a person will definitely develop the disease.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"What Are the Signs and Symptoms of Lewy Body Dementia? The most common symptoms of LBD include changes in thinking abilities, movement, sleep, and behavior. The degree of symptoms can vary widely and people with LBD may not have every symptom. Common symptoms include:",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"Trouble with attention, planning, multitasking, problem-solving, and reasoning. Memory problems are also common but may not be noticeable early on. Problems with visual and spatial abilities, such as judging distance and depth or misidentifying objects. Unpredictable changes in concentration, attention, alertness, and wakefulness. Visual hallucinations, which occur in up to 80% of people with LBD, often early on. Movement changes, such as tremor or muscle stiffness, known as parkinsonism. Sleep disorders, including rapid eye movement (REM) sleep behavior disorder in which a person seems to act out dreams while asleep, excessive sleep or lack of sleep, and restless leg syndrome. Depression, lack of interest, anxiety, ideas not based in reality, and other changes in mental health. Sensitivity to heat and cold, dizziness, poor sense of smell, and other changes in automatic functions of the body. Individuals with mild symptoms can often function close to normally. As the disease progresses and thinking and movement abilities decline, people with LBD will need more help and may depend on caregivers full time.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"What Are the Types of Lewy Body Dementia? The two types of Lewy body dementia — dementia with Lewy bodies and Parkinson's disease dementia — are caused by the same underlying changes in the brain. Over time, these conditions may result in similar symptoms. The main difference is the timing of when thinking and movement symptoms begin.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"In dementia with Lewy bodies, problems with thinking, unpredictable changes in attention and alertness, and visual hallucinations develop early in relation to movement symptoms, such as slow movement, difficulty walking, and muscle stiffness.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"In Parkinson's disease dementia, movement symptoms start first and are consistent with a diagnosis of Parkinson’s disease. Later, problems with thinking and changes in mood and behavior develop. However, not everyone with Parkinson’s disease will develop dementia.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"It's important to know which type of LBD a person has, both to tailor treatment to symptoms and to understand how the disease will likely progress. For example, some people with LBD may not experience significant movement problems, such as frequent falls and shaking, for several years, while others may have them early on. Knowing what to expect can help people with LBD and their families prepare for changes that may need to be made, for example, to help prevent falls.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"How Is Lewy Body Dementia Diagnosed and Treated? Dementia with Lewy bodies is often hard to diagnose early because symptoms may at first look like Alzheimer's or a mental illness such as schizophrenia. LBD can also occur alongside other forms of dementia. Talking to both the patient and family members or caregivers can help doctors make a diagnosis. It is important to tell the doctor about any symptoms involving thinking, movement, sleep, behavior, or mood.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"To diagnose LBD, doctors may:",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"Ask questions about a person’s medical history and symptoms. Perform physical exams and laboratory tests of blood and other fluids. Conduct assessments to evaluate memory and other mental functions. Do tests to rule out other conditions that could cause similar symptoms. These could include blood tests and brain imaging tests. Although LBD currently cannot be prevented or cured, treatments may be able to help with some of the symptoms. A treatment plan may involve medications, physical and other types of therapy, and counseling. Changes to make the home safer, equipment to make everyday tasks easier, and social support are also important.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,A skilled care team can suggest ways to improve quality of life for both people with LBD and their caregivers. A neurologist should be part of the care team and can help patients and their families work with other types of professionals.,https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,Support groups can also be a valuable resource for people with LBD and their caregivers to share experiences and tips with others in the same situation. Nonprofit organizations and community organizations may provide online or in-person support groups. National Institute on Aging-funded Alzheimer’s Disease Research Centers also may offer education and support groups.,https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
5,What Is Lewy Body Dementia?,"What Can You Do? If you are concerned about symptoms of LBD, talk with your doctor or contact a dementia or movement disorders clinic at an academic medical center to find a specialist. If you or someone you know has been recently diagnosed, explore the resources on this website and linked below to find out more about the disease, care, support, and research. It’s important to plan ahead because symptoms can worsen quickly. Researchers are working to better understand LBD and related disorders to treat and prevent these diseases. Consider joining the effort: Researchers need volunteers with and without LBD for clinical trials and studies.",https://www.alzheimers.gov/alzheimers-dementias/lewy-body-dementia
6,What Is Mild Cognitive Impairment?,Mild cognitive impairment (MCI) is a condition in which people have more memory or thinking problems than other people their age. The symptoms of MCI are not as severe as those of Alzheimer’s disease or a related dementia. People with MCI can usually take care of themselves and carry out their normal daily activities.,https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"People with MCI are at a greater risk of developing Alzheimer’s disease or a related dementia. Estimates vary as to how many people who have MCI will develop dementia. Roughly one to two out of 10 people age 65 or older with MCI are estimated to develop dementia over a one-year period. However, in many cases, the symptoms of MCI stay the same or even improve.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"If you have this condition, it’s important to see a doctor or specialist regularly to help monitor changes in memory and thinking over time.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"What Causes Mild Cognitive Impairment? Many factors can cause problems with memory and thinking. There is no single cause of MCI, and it's more likely to occur as someone ages. Estimates vary, but roughly 10% to 20% of people over age 65 have MCI, with the risk increasing as someone gets older. Other factors like genetics and certain conditions — including diabetes, depression, and stroke — may affect a person’s risk for MCI.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"In some cases, memory and thinking problems may be caused by conditions that are treatable. For example, a bad reaction to medication, emotional problems, drinking too much alcohol, blood clots or tumors in the brain, or a head injury can all cause serious memory problems that can be resolved with treatment.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,Middle-aged woman doing physical activity to reduce risk for dementia.,https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"What Are the Signs and Symptoms of Mild Cognitive Impairment? Symptoms associated with MCI lie in the space between what are considered normal age-related changes and dementia. Signs of MCI include losing things often, forgetting to go to important events or appointments, and having more trouble coming up with words than other people of the same age. It’s common for family and friends to notice these changes. Movement difficulties and problems with the sense of smell have also been linked to MCI.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"How Is Mild Cognitive Impairment Diagnosed and Managed? If you or a loved one is experiencing symptoms of MCI, discuss these with your doctor. Your doctor can perform medical tests and assessments to help determine whether the source of memory problems is something treatable or may be MCI. He or she may also suggest that you see someone who specializes in the diagnosis of memory disorders, such as a neurologist, psychiatrist, or neuropsychologist.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"There is currently no treatment or medication for MCI, but there are things you can do that may help you stay healthy and manage changes in your thinking. Keeping your mind active is one thing that may benefit your brain. The following tips may help you feel better, and could help your memory:",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"Follow a daily routine. Use memory tools such as calendars, to-do lists, and notes to yourself. Put commonly used objects in the same place each day. Learn a new skill. Volunteer in your community, at a school, or at your place of worship. Spend time with friends and family. Get enough sleep, generally seven to eight hours each night. Exercise and eat well. Don’t drink a lot of alcohol. Get help if you feel depressed for weeks at a time. People with MCI may worry that their memory problems will progress to Alzheimer’s disease or a related dementia. Because MCI may be an early sign of a more serious memory problem, it’s important to see your doctor every six to 12 months to track any changes in your memory and thinking skills over time.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"If symptoms do progress to dementia, getting a diagnosis early can help you and your family prepare for the future. While there are no medications to stop or reverse Alzheimer’s disease or a related dementia, there are medicines that may help slow down certain symptoms, such as memory loss or behavioral problems.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
6,What Is Mild Cognitive Impairment?,"What Can You Do? If you are concerned about memory problems, talk with your doctor. If you or someone you know has recently been diagnosed with MCI, explore the resources on this website and referenced below to find out more about care, support, and research. The person with MCI may also consider participating in research by joining a clinical trial or study. Many studies are recruiting people with MCI to test early interventions that could slow or stop the progression of cognitive impairment.",https://www.alzheimers.gov/alzheimers-dementias/mild-cognitive-impairment
7,What Is Vascular Dementia?,"Vascular dementia is caused by conditions such as stroke that disrupt blood flow to the brain and lead to problems with memory, thinking, and behavior. Vascular dementia is the second most common dementia diagnosis, after Alzheimer’s disease, and can occur alone or alongside another form of dementia.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,"What Causes Vascular Dementia? Vascular dementia is caused by conditions that damage blood vessels in the brain and interrupt the flow of blood and oxygen to the brain. In the research community, these conditions are known as vascular contributions to cognitive impairment and dementia (VCID). The brains of people with vascular dementia often show evidence of prior strokes, thickening blood vessel walls, and thinning white matter — the brain’s connecting “wires” that relay messages between regions.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,"Not everyone who has had a stroke will develop vascular dementia. A person’s risk for dementia after stroke depends on the size and number of strokes and the brain regions affected. Vascular dementia can also result from other conditions that impede blood flow and delivery of oxygen to the brain, such as narrowing of the arteries.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,"High blood pressure, problems with the heartbeat’s rhythm, diabetes, and high cholesterol can increase a person’s risk of vascular dementia. By controlling or managing risk factors, you may lower your chance of developing cognitive impairment and dementia.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,What Are the Signs and Symptoms of Vascular Dementia? Symptoms of vascular dementia can appear suddenly and may progress slowly over time. People with vascular dementia may experience:,https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,"Difficulty performing tasks that used to be easy, such as paying bills Trouble following instructions or learning new information and routines Forgetting current or past events Misplacing items Getting lost on familiar routes Problems with language, such as finding the right word or using the wrong word Changes in sleep patterns Difficulty reading and writing Loss of interest in things or people Changes in personality, behavior, and mood, such as depression, agitation, and anger Hallucinations or delusions (believing something is real that is not) Poor judgment and loss of ability to perceive danger Symptoms may depend on the size, location, and number of damaged areas of the brain.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,"How Is Vascular Dementia Diagnosed and Treated? To diagnose vascular dementia, a doctor may ask about problems with daily activities, conduct memory or thinking tests, and speak with someone who knows the person well to see if symptoms of dementia are present. Medical history, lifestyle, and brain imaging tests are often used to help determine whether vascular dementia is the cause of symptoms.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,"No treatments are available to reverse brain damage that has been caused by a stroke. Treatment for vascular dementia focuses on preventing future strokes. Medications to prevent strokes, such as blood thinners, may help decrease the risk of further damage to the brain. Medications that help treat the symptoms of Alzheimer's disease might benefit people with early vascular dementia. A doctor may also recommend treating risk factors, such as high blood pressure or high cholesterol, through medications and lifestyle changes.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,"What Can You Do? A healthy lifestyle is important to help reduce risk factors of vascular dementia. This includes eating well, limiting alcohol, not smoking, exercising, and managing stress.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
7,What Is Vascular Dementia?,"If you are concerned about vascular dementia symptoms, talk with your doctor. If you or someone you know has recently been diagnosed, explore the resources on this website and linked below to find out more about the disease, care, support, and research.",https://www.alzheimers.gov/alzheimers-dementias/vascular-dementia
